"word","syllables"
"curtsey",2
"curvature",3
"curve",1
"curvet",2
"cushion",2
"cusp",1
"cuspidor",3
"custard",2
"custodian",4
"custody",3
"custom",2
"customarily",5
"customary",4
"customer",3
"customhouse",3
"cut",1
"cutaneous",4
"cutback",2
"cute",1
"cuticle",3
"cutlass",2
"cutlery",3
"cutlet",2
"cutter",2
"cutthroat",2
"cutting",2
"cuttlefish",3
"cutup",2
"cutworm",2
"cyanide",3
"cyclamen",3
"cycle",2
"cyclic",2
"cyclist",3
"cyclometer",4
"cyclone",2
"cyclonic",3
"cyclopaedia",5
"cyclotron",3
"cygnet",2
"cylinder",3
"cylindrical",4
"cymbal",2
"cynic",2
"cynicism",4
"cynosure",3
"cypress",2
"cyst",1
"cystic",2
"czar",1
"czarina",3
"czech",1
"dab",1
"dabble",2
"dace",1
"dacha",2
"dachshund",2
"dactyl",2
"dactylic",3
"dad",1
"daddy",2
"daemon",2
"daffodil",3
"daft",1
"dagger",2
"daguerreotype",5
"dahlia",2
"daily",2
"dainty",2
"daiquiri",3
"dairy",2
"dais",2
"daisy",2
"dale",1
"dally",2
"dalmatian",3
"dam",1
"damage",2
"damascene",3
"damask",2
"dame",1
"damn",1
"damnable",3
"damnation",3
"damned",1
"damp",1
"dampen",2
"damsel",2
"damson",2
"dance",1
"dandelion",4
"dander",2
"dandify",3
"dandle",2
"dandruff",2
"dandy",2
"dane",1
"danger",2
"dangerous",3
"dangle",2
"danish",2
"dank",1
"dapper",2
"dapple",2
"dare",1
"daring",2
"dark",1
"darken",2
"darkling",2
"darkroom",2
"darksome",2
"darling",2
"darn",1
"darnel",2
"dart",1
"dash",1
"dastard",2
"data",2
"date",1
"dateline",2
"dative",2
"datum",2
"daub",1
"daughter",2
"daunt",1
"dauphin",2
"davenport",3
"davit",2
"dawdle",2
"dawdler",2
"dawn",1
"day",1
"daytime",2
"daze",1
"dazzle",2
"deacon",2
"deactivate",4
"dead",1
"deaden",2
"deadline",2
"deadlock",2
"deadweight",2
"deaf",1
"deafen",2
"deal",1
"dealer",2
"dealing",2
"dealt",1
"dean",1
"dear",1
"dearth",1
"death",1
"deathwatch",2
"deb",1
"debacle",3
"debar",2
"debarkation",4
"debase",2
"debilitate",4
"debit",2
"debonair",3
"debouch",2
"debrief",2
"debris",2
"debt",1
"debunk",2
"debut",2
"debutante",3
"decade",2
"decadence",3
"decal",2
"decalcomania",6
"decalogue",3
"decamp",2
"decapitate",4
"decasyllabic",5
"decathlon",3
"decay",2
"deceive",2
"decelerate",4
"december",3
"decency",3
"decent",2
"decentralization",6
"deception",3
"decibel",3
"decide",2
"deciduous",4
"decimal",3
"decimate",3
"decipher",3
"decision",3
"deck",1
"declaim",2
"declamation",4
"declamatory",5
"declaration",4
"declarative",4
"declaratory",5
"declare",2
"declassify",4
"declension",3
"declination",4
"decline",2
"declivity",4
"decode",2
"decollete",4
"decommission",4
"decompose",3
"decomposition",5
"decompress",3
"decontaminate",5
"decor",2
"decorate",3
"decoration",4
"decorative",4
"decorator",4
"decorous",3
"decorum",3
"decoy",2
"decrease",2
"decree",2
"decrepit",3
"decry",2
"dedicate",3
"dedication",4
"dedicatory",5
"deduce",2
"deed",1
"deem",1
"deep",1
"deer",1
"deface",2
"defalcation",4
"defamation",4
"defamatory",5
"defame",2
"default",2
"defeat",2
"defect",2
"defective",3
"defend",2
"defense",2
"deference",3
"deferential",4
"deferment",3
"deficient",3
"deficit",3
"defile",2
"define",2
"definite",3
"definition",4
"definitive",4
"deflate",2
"deform",2
"deformation",4
"deformity",4
"deft",1
"defunct",2
"defy",2
"degradation",4
"degrade",2
"degree",2
"dehorn",2
"dehumanize",4
"dehumidify",5
"dehydrate",3
"dehydration",4
"deice",2
"deification",5
"deify",3
"deign",1
"deism",3
"deistic",3
"deity",3
"dejected",3
"delay",2
"dele",2
"delectable",4
"delectation",4
"delegate",3
"delegation",4
"delete",2
"deleterious",5
"delft",1
"deliberate",4
"delicacy",4
"delicatessen",5
"delicious",3
"delimit",3
"delineate",4
"delinquency",4
"deliquesce",3
"delirium",4
"deliver",3
"dell",1
"delouse",2
"delphinium",4
"delta",2
"delude",2
"deluge",2
"delusion",3
"deluxe",2
"delve",1
"demagnetize",4
"demagog",3
"demand",2
"demarcate",3
"demarcation",4
"demarche",2
"demean",2
"demeanor",3
"demented",3
"demerit",3
"demesne",2
"demigod",3
"demilitarize",5
"demimondaine",4
"demimonde",3
"demise",2
"demitasse",3
"demobilize",4
"democracy",4
"democrat",3
"democratic",4
"democratize",4
"demographic",4
"demography",4
"demoiselle",3
"demolish",3
"demolition",4
"demonetize",4
"demoniac",4
"demoniacal",5
"demonology",5
"demonstrable",4
"demonstrate",3
"demonstration",4
"demonstrative",4
"demonstrator",4
"demoralize",4
"den",1
"denature",3
"dengue",2
"denial",3
"denier",2
"denigrate",3
"denim",2
"denizen",3
"denominate",4
"denotation",4
"denote",2
"denounce",2
"dense",1
"density",3
"dent",1
"dental",2
"dentate",2
"dentifrice",3
"dentist",2
"dentition",3
"denture",2
"denudation",4
"denude",2
"denunciation",5
"deny",2
"deodorant",4
"depart",2
"departmental",4
"departure",3
"depend",2
"depict",2
"deplane",2
"deplete",2
"depopulate",4
"deport",2
"deportation",4
"deportment",3
"deposition",4
"depository",5
"deprave",2
"deprecate",3
"deprecation",4
"deprecatory",5
"depreciate",4
"depredation",4
"depress",2
"deprivation",4
"deprive",2
"depth",1
"deputation",4
"depute",2
"deputize",3
"deputy",3
"derail",2
"derange",2
"derby",2
"derelict",3
"dereliction",4
"deride",2
"derivation",4
"derivative",4
"derive",2
"dermatitis",4
"derogate",3
"derogation",4
"derogatory",5
"derrick",2
"derriere",3
"derringer",3
"derris",2
"dervish",2
"descant",2
"descend",2
"descent",2
"desecrate",3
"desecration",4
"desegregate",4
"desert",2
"deserve",2
"desiccant",3
"desiccate",3
"desiccation",4
"desideratum",5
"design",2
"designate",3
"designation",4
"designing",3
"desirous",3
"desk",1
"desolate",3
"desolation",4
"despair",2
"desperado",4
"desperate",3
"desperation",4
"despicable",4
"despise",2
"despond",2
"despot",2
"despotic",3
"despotism",4
"dessert",2
"destination",4
"destine",2
"destiny",3
"destitute",3
"destitution",4
"destroy",2
"destructible",4
"desuetude",3
"desultory",4
"detach",2
"detachment",3
"detail",2
"detain",2
"detective",3
"detente",2
"detention",3
"determinable",5
"determination",5
"determine",3
"deterrence",3
"detest",2
"detestation",4
"dethrone",2
"detonate",3
"detonation",4
"detour",2
"detract",2
"detrain",2
"detriment",3
"detrimental",4
"detritus",3
"deuce",1
"deuterium",4
"devalue",3
"devastate",3
"devastation",4
"develop",3
"deviant",3
"deviate",3
"deviation",4
"device",2
"devil",2
"devilment",3
"devious",3
"devise",2
"devitalize",4
"devoid",2
"devoir",2
"devolution",4
"devolve",2
"devote",2
"devotee",3
"devotion",3
"devour",2
"dew",1
"dewberry",3
"dexterity",4
"dexterous",3
"dextrose",2
"dhow",1
"diabetes",4
"diadem",3
"diaeresis",4
"diagnose",3
"diagnosis",4
"diagnostic",4
"diagonal",4
"diagram",3
"diagrammatic",5
"dial",2
"dialect",3
"dialectic",4
"dialog",3
"diameter",4
"diametrically",6
"diamond",3
"diapason",4
"diaper",3
"diaphanous",4
"diaphragm",3
"diaphragmatic",5
"diarist",3
"diarrhoea",4
"diary",3
"diastole",4
"diathermy",4
"diatribe",3
"dibble",2
"dice",1
"dichotomy",4
"dicker",2
"dicky",2
"dicotyledon",5
"dictate",2
"dictation",3
"dictator",3
"dictatorial",5
"dictatorship",4
"diction",2
"dictionary",4
"dictum",2
"did",1
"didactic",3
"dido",2
"die",1
"dielectric",4
"dies",1
"diet",2
"dietary",4
"dietetics",4
"differ",2
"difference",3
"differential",4
"difficult",3
"diffident",3
"diffuse",2
"dig",1
"digest",2
"digit",2
"digitalis",4
"dignified",3
"dignity",3
"digraph",2
"digress",2
"dike",1
"dilapidated",5
"dilatation",4
"dilate",2
"dilation",3
"dilatory",4
"dilemma",3
"dilettante",4
"diligent",3
"dill",1
"dillydally",4
"dilute",2
"dim",1
"dime",1
"dimension",3
"diminish",3
"diminution",4
"diminutive",4
"dimity",3
"dimmer",2
"dimple",2
"din",1
"dinar",2
"dine",1
"diner",2
"dinette",2
"dinghy",2
"dingle",2
"dingus",2
"dingy",2
"dinky",2
"dinner",2
"dinosaur",3
"dint",1
"diocesan",4
"diocese",3
"dip",1
"diphtheria",4
"diphthong",2
"diploma",3
"diplomat",3
"diplomatic",4
"diplomatist",4
"dipper",2
"dipstick",2
"dipterous",3
"dire",1
"direct",2
"direful",2
"dirge",1
"dirham",2
"dirigible",4
"dirk",1
"dirndl",2
"dirt",1
"disability",5
"disable",3
"disabuse",3
"disadvantage",4
"disadvantageous",5
"disaffect",3
"disagree",3
"disallow",3
"disapprobation",5
"disapproval",4
"disarm",2
"disarrange",3
"disassemble",4
"disaster",3
"disavow",3
"disband",2
"disbelieve",3
"disburden",3
"disburse",2
"disc",1
"discard",2
"discern",2
"discharge",2
"disciple",3
"disciplinarian",6
"disciplinary",5
"discipline",3
"disclaim",2
"discombobulate",5
"discomfit",3
"discomfiture",4
"discomfort",3
"discommode",3
"disconsolate",4
"discontent",3
"discontinuity",6
"discontinuous",5
"discord",2
"discordant",3
"discount",2
"discountenance",4
"discourage",3
"discourse",2
"discourteous",4
"discover",3
"diseuse",2
"disfavor",3
"disgruntle",3
"disgust",2
"dish",1
"disharmony",4
"dishcloth",2
"dishearten",3
"dishevel",3
"dishonest",3
"dishrag",2
"disillusion",4
"disinclination",5
"disincline",3
"disintegrate",4
"disinter",3
"disinterested",5
"dislike",2
"dislocate",3
"dislocation",4
"dislodge",2
"dismal",2
"dismantle",3
"disobedience",5
"disorder",3
"disorganize",4
"disown",2
"disparate",3
"disparity",4
"dispassionate",4
"dispatch",2
"dispel",2
"dispensation",4
"dispense",2
"display",2
"displease",2
"disport",2
"disposal",3
"disposition",4
"dispossess",3
"dispraise",2
"disproportion",4
"disprove",2
"disputable",4
"disputant",3
"disputation",4
"dispute",2
"disputer",3
"disqualify",4
"disquiet",3
"disquietude",4
"disquisition",4
"disregard",3
"disrepair",3
"disreputable",5
"disrepute",3
"disrobe",2
"dissatisfaction",5
"dissatisfy",4
"dissect",2
"dissemble",3
"disseminate",4
"dissension",3
"dissent",2
"dissertation",4
"disservice",3
"dissever",3
"dissident",3
"dissimilar",4
"dissimulate",4
"dissipate",3
"dissipation",4
"dissociate",4
"dissolute",3
"dissolution",4
"dissolve",2
"dissonance",3
"dissuade",2
"distaff",2
"distance",2
"distaste",2
"distich",2
"distil",2
"distillation",4
"distinct",2
"distort",2
"distrait",2
"distraught",2
"distress",2
"distribute",3
"distribution",4
"distributor",4
"district",2
"distrust",2
"disturb",2
"disunite",3
"disunity",4
"ditch",1
"dither",2
"ditto",2
"ditty",2
"diuretic",4
"diurnal",3
"diva",2
"divagate",3
"divagation",4
"divan",2
"dive",1
"diverge",2
"divers",2
"diverse",2
"diversify",4
"divest",2
"divide",2
"dividend",3
"dividers",3
"divination",4
"divine",2
"divinity",4
"divisible",4
"division",3
"divisive",3
"divisor",3
"divorce",2
"divot",2
"divulge",2
"dizzy",2
"do",1
"dobbin",2
"docent",2
"docile",2
"docility",4
"dock",1
"docket",2
"dockhand",2
"dockyard",2
"doctor",2
"doctorate",3
"doctrinaire",3
"doctrine",2
"document",3
"documentary",5
"documentation",5
"dodder",2
"dodge",1
"dodo",2
"doe",1
"does",1
"doff",1
"dog",1
"doge",1
"dogged",2
"doghouse",2
"dogma",2
"dogmatic",3
"dogtrot",2
"doily",2
"doing",2
"doings",2
"doldrums",2
"dole",1
"doll",1
"dollar",2
"dollop",2
"dolly",2
"dolmen",2
"dolor",2
"dolphin",2
"dolt",1
"domain",2
"dome",1
"domestic",3
"domesticate",4
"domesticity",5
"domicile",3
"domiciliary",6
"dominance",3
"domination",4
"domineer",3
"dominie",3
"dominion",3
"don",1
"dona",2
"donate",2
"donation",3
"done",1
"donkey",2
"donnybrook",3
"donor",2
"doodad",2
"doodle",2
"doom",1
"doomsday",2
"door",1
"dope",1
"dorm",1
"dormant",2
"dormitory",4
"dormouse",2
"dorsal",2
"dory",2
"dosage",2
"dose",1
"dossier",2
"dot",1
"dotage",2
"dote",1
"dottle",2
"double",2
"doubleheader",4
"doublet",2
"doubloon",2
"doubly",2
"doubt",1
"douche",1
"dough",1
"doughty",2
"dour",1
"douse",1
"dove",1
"dovetail",2
"dowager",3
"dowdy",2
"dowel",2
"dower",2
"down",1
"downbeat",2
"downcast",2
"downstage",2
"downtown",2
"downwind",2
"downy",2
"dowry",2
"dowse",1
"doxology",4
"doze",1
"dozen",2
"drab",1
"drachma",2
"draft",1
"draftee",2
"draftsman",2
"drag",1
"dragoman",3
"dragon",2
"dragoon",2
"drain",1
"drake",1
"dram",1
"drama",2
"dramatic",3
"dramatist",3
"dramatization",5
"dramatize",3
"drank",1
"drape",1
"draper",2
"drastic",2
"draughts",1
"draw",1
"drawer",2
"drawl",1
"drawn",1
"drawstring",2
"dray",1
"dread",1
"dream",1
"dreamed",1
"dreamer",2
"dreaming",2
"dreamt",1
"drear",1
"dreary",2
"dredge",1
"dregs",1
"drench",1
"dress",1
"dressage",2
"dresser",2
"drew",1
"dribble",2
"driblet",2
"drift",1
"drill",1
"drink",1
"drip",1
"drive",1
"drivel",2
"driven",2
"driver",2
"driveway",2
"driving",2
"drizzle",2
"drogue",1
"droll",1
"drolly",2
"dromedary",4
"drone",1
"drool",1
"droop",1
"drop",1
"dropkick",2
"dropsy",2
"dross",1
"drouth",1
"drove",1
"drover",2
"drown",1
"drowse",1
"drowsy",2
"drub",1
"drudge",1
"drug",1
"druid",2
"drum",1
"drumbeat",2
"drumstick",2
"drunk",1
"dry",1
"dryad",2
"dryer",2
"dual",2
"duality",4
"dub",1
"dubbin",2
"dubious",3
"ducal",2
"ducat",2
"duchess",2
"duchy",2
"duck",1
"duct",1
"ductile",2
"ductility",4
"dud",1
"dude",1
"dudgeon",2
"due",1
"duel",2
"duenna",3
"duet",2
"duffer",2
"dug",1
"dugout",2
"duke",1
"dulcet",2
"dulcimer",3
"dull",1
"dullard",2
"dully",2
"duly",2
"duma",2
"dumb",1
"dumbbell",2
"dumbwaiter",3
"dumdum",2
"dumfound",2
"dummy",2
"dump",1
"dumps",1
"dumpy",2
"dun",1
"dunce",1
"dunderhead",3
"dune",1
"dung",1
"dungaree",3
"dungeon",2
"dunghill",2
"dunk",1
"duo",2
"duodenum",4
"dupe",1
"duplex",2
"duplicate",3
"duplication",4
"duplicator",4
"duplicity",4
"durability",5
"durable",3
"durance",2
"duration",3
"duress",2
"during",2
"dusk",1
"dust",1
"dustpan",2
"dutch",1
"duteous",3
"dutiable",4
"dutiful",3
"duty",2
"dwarf",1
"dwarves",1
"dwell",1
"dwelled",1
"dwelt",1
"dwindle",2
"dybbuk",2
"dye",1
"dynamic",3
"dynamite",3
"dynamo",3
"dynastic",3
"dynasty",3
"dysentery",4
"dyspepsia",3
"dysprosium",4
"each",1
"eager",2
"eagle",2
"eaglet",2
"ear",1
"earl",1
"earlobe",2
"early",2
"earmark",2
"earn",1
"earnest",2
"earnings",2
"earphone",2
"earring",2
"earth",1
"earthen",2
"earthquake",2
"earthy",2
"ease",1
"easel",2
"east",1
"easter",2
"eastern",2
"easy",2
"easygoing",4
"eat",1
"eaten",2
"eaves",1
"ebb",1
"ebony",3
"ebullient",3
"ebullition",4
"eccentric",3
"eccentricity",5
"ecclesiastic",5
"echelon",3
"echo",2
"eclair",2
"eclat",2
"eclectic",3
"eclipse",2
"ecliptic",3
"eclogue",2
"ecologic",4
"ecologist",4
"ecology",4
"economic",4
"economist",4
"economize",4
"economy",4
"ecstasy",3
"ecstatic",3
"ecumenical",5
"eczema",3
"eczematous",4
"edam",2
"eddy",2
"edelweiss",3
"eden",2
"edge",1
"edibility",5
"edible",3
"edict",2
"ediface",3
"edification",5
"edify",3
"edit",2
"edition",3
"editorial",5
"educable",4
"educate",3
"education",4
"educe",2
"eel",1
"eery",3
"efface",2
"effect",2
"effeminate",4
"effendi",3
"efferent",3
"effervesce",3
"egis",2
"eglantine",3
"ego",2
"egocentric",4
"egoism",4
"egoistic",4
"egotism",4
"egotistic",4
"egregious",3
"egress",2
"egret",2
"egyptian",3
"eider",2
"eidolon",3
"eight",1
"eighteen",2
"eighth",1
"eighty",2
"einsteinium",4
"eisteddfod",3
"either",2
"ejaculate",4
"eject",2
"eke",1
"elaborate",4
"elapse",2
"elastic",3
"elate",2
"elbow",2
"elder",2
"eldest",2
"elect",2
"election",3
"electioneer",4
"elective",3
"elector",3
"electorate",4
"electric",3
"electrician",4
"electricity",5
"electrify",4
"electrocute",4
"electrode",3
"electrolysis",5
"electrolyte",4
"electromagnet",5
"electron",3
"electronic",4
"electroplate",4
"eleemosynary",6
"elegance",3
"elegiac",4
"elegy",3
"element",3
"elemental",4
"elementary",5
"elephant",3
"elephantine",4
"elevate",3
"elevation",4
"elevator",4
"eleven",3
"elf",1
"elfin",2
"elicit",3
"elide",2
"eligibility",6
"eligible",4
"eliminate",4
"elision",3
"elite",2
"elixir",3
"elizabethan",5
"elk",1
"ell",1
"ellipse",2
"ellipsis",3
"elm",1
"elocution",4
"elongate",3
"elope",2
"eloquent",3
"else",1
"elucidate",4
"elude",2
"elusive",3
"elver",2
"elves",1
"elysium",4
"emaciate",4
"emanate",3
"emanation",4
"emancipate",4
"emasculate",4
"embalm",2
"embank",2
"embankment",3
"embargo",3
"embark",2
"embarkation",4
"embarrass",3
"embassy",3
"embattle",3
"ember",2
"embezzle",3
"emblem",2
"emblematic",4
"embody",3
"embolic",3
"embolism",4
"emboss",2
"embouchure",3
"embower",3
"embrasure",3
"embrocate",3
"embrocation",4
"embroider",3
"embroil",2
"embryo",3
"embryology",5
"embryonic",4
"emcee",2
"emend",2
"emendation",4
"emerald",3
"emerge",2
"emergency",4
"emeritus",4
"emery",3
"emetic",3
"emigrate",3
"emigration",4
"emigre",3
"eminence",3
"emir",2
"emissary",4
"emit",2
"emollient",3
"emolument",4
"emote",2
"emotion",3
"empathic",3
"empathy",3
"emperor",3
"emphasis",3
"emphatic",3
"empire",2
"empirical",4
"emplacement",3
"employ",2
"employee",3
"employer",3
"employment",3
"emporium",4
"empower",3
"empress",2
"empty",2
"empyrean",4
"emu",2
"emulate",3
"emulation",4
"emulous",3
"emulsifier",5
"emulsion",3
"enable",3
"enamel",3
"enamor",3
"encamp",2
"encephalitis",5
"enchain",2
"enchilada",4
"encipher",3
"encircle",3
"enclave",2
"enclose",2
"encomium",4
"encompass",3
"encore",2
"encounter",3
"encourage",3
"encyclical",4
"encyclopedia",6
"end",1
"endanger",3
"endeavor",3
"endemic",3
"endive",2
"endless",2
"endmost",2
"endocrine",3
"endocrinology",6
"endorse",2
"endways",2
"enema",3
"enemy",3
"energetic",4
"energize",3
"enervate",3
"enfeeble",3
"enfilade",3
"enfold",2
"engender",3
"engine",2
"engineer",3
"english",2
"engraft",2
"engross",2
"enigma",3
"enigmatic",4
"enisle",2
"enjambement",3
"enjoin",2
"enmesh",2
"enmity",3
"ennoble",3
"ennui",2
"enormity",4
"enough",2
"enplane",2
"enquire",2
"enquiry",3
"enrage",2
"ensconce",2
"ensemble",3
"ensheathe",2
"enshrine",2
"ensign",2
"ensilage",3
"ensile",2
"enslave",2
"entail",2
"entente",2
"enter",2
"enteritis",4
"enterprise",3
"entertain",3
"enthral",2
"enthuse",2
"enthusiasm",5
"entice",2
"entity",3
"entomb",2
"entomology",5
"entourage",3
"entrain",2
"entrance",2
"entrant",2
"entrap",2
"entreat",2
"entree",2
"entrench",2
"entrepreneur",4
"entropy",3
"entrust",2
"entry",2
"entwine",2
"enumerate",4
"enunciate",4
"envelop",3
"envelope",3
"envenom",3
"enviable",4
"envious",3
"environment",4
"environs",3
"envisage",3
"envoy",2
"envy",2
"enwreathe",2
"enzymatic",4
"enzyme",2
"eon",2
"epaulette",3
"epee",2
"epergne",2
"ephedrine",3
"ephemeral",4
"epic",2
"epicure",3
"epicurean",5
"epidemic",4
"epidermis",4
"epiglottis",4
"epigram",3
"epigrammatic",5
"epigraphy",4
"epilepsy",4
"epileptic",4
"epilogue",3
"epiphany",4
"episcopacy",5
"episcopalian",5
"episcopate",4
"episode",3
"episodic",4
"epistle",3
"epitaph",3
"epithalamium",6
"epithelium",5
"epithet",3
"epitome",4
"epoch",2
"equability",5
"equable",3
"equably",3
"equal",2
"equality",4
"equalization",5
"equalize",3
"equalizer",4
"equally",3
"equanimity",5
"equate",2
"equation",3
"equator",3
"equatorial",5
"equerry",3
"equestrian",4
"equestrienne",4
"equidistant",4
"equine",2
"equinoctial",4
"equinox",3
"equip",2
"equipage",3
"equipment",3
"equipoise",3
"equitable",4
"equitation",4
"equity",3
"equivalent",4
"equivocal",4
"era",2
"eradicate",4
"erase",2
"ere",1
"erect",2
"erelong",2
"eremite",3
"ermine",2
"erode",2
"erotic",3
"err",1
"errand",2
"errant",2
"errata",3
"erratic",3
"erratum",3
"erroneous",4
"error",2
"ersatz",2
"erst",1
"erudite",3
"erudition",4
"erupt",2
"erysipelas",5
"escalator",4
"escallop",3
"escapade",3
"escape",2
"escapee",3
"escapism",4
"escarpment",3
"eschew",2
"escort",2
"escritoire",3
"escudo",3
"escutcheon",3
"eskimo",3
"esophagus",4
"esoteric",4
"espadrille",3
"espalier",3
"especial",3
"esperanto",4
"espionage",4
"esplanade",3
"espousal",3
"espresso",3
"esprit",2
"espy",2
"esquire",2
"essay",2
"essence",2
"essential",3
"establish",3
"estate",2
"ester",2
"estimable",4
"estimate",3
"estimation",4
"estonian",4
"estrange",2
"estrogen",3
"estuary",4
"etch",1
"eternal",3
"eternity",4
"ether",2
"ethereal",4
"ethical",3
"ethiopian",5
"ethnic",2
"ethnologic",4
"ethnologist",4
"ethnology",4
"ethyl",2
"etiologic",5
"etiology",5
"etiquette",3
"etude",2
"etymology",5
"eucalyptus",4
"eucharist",3
"eucharistic",4
"euchre",2
"eugenics",3
"eulogistic",4
"eulogize",3
"eulogy",3
"eunuch",2
"euphemism",4
"euphonious",4
"euphony",3
"euphoria",4
"eurasian",3
"eureka",3
"european",4
"europium",4
"euthanasia",5
"euthenics",3
"evacuate",4
"evacuee",4
"evade",2
"evaluate",4
"evanescent",4
"evangelical",5
"evangelism",5
"evangelist",4
"evangelize",4
"evaporate",4
"evasion",3
"eve",1
"even",2
"evenhanded",4
"evening",2
"evensong",3
"event",2
"eventide",3
"eventual",4
"ever",2
"everblooming",4
"everglade",3
"everlasting",4
"every",2
"everybody",4
"everyday",3
"evict",2
"evidence",3
"evident",3
"evil",2
"evildoer",4
"evince",2
"eviscerate",4
"evocation",4
"evoke",2
"evolution",4
"evolve",2
"ewe",1
"ewer",2
"exacerbate",4
"exact",2
"exactitude",4
"exaggerate",4
"exalt",2
"exaltation",4
"exam",2
"examine",3
"example",3
"exasperate",4
"excavate",3
"excavation",4
"excavator",4
"exceed",2
"excel",2
"excellence",3
"excelsior",4
"except",2
"exception",3
"excerpt",2
"excess",2
"excessive",3
"exchange",2
"exchequer",3
"excise",2
"excite",2
"excitement",3
"exclaim",2
"exclamation",4
"exclamatory",5
"exclude",2
"exclusive",3
"excogitate",4
"excommunicate",5
"excoriate",4
"excrement",3
"excrescence",3
"excrete",2
"excretory",4
"excruciating",5
"exculpate",3
"excursion",3
"excursive",3
"excuse",2
"execrable",4
"execrate",3
"execration",4
"execute",3
"execution",4
"executive",4
"executor",4
"exegesis",4
"exegete",3
"exemplar",3
"exemplary",4
"exemplify",4
"exempt",2
"exequies",3
"exercise",3
"exert",2
"exhalation",4
"exhale",2
"exhaust",2
"exhaustion",3
"exhibit",3
"exhibition",4
"exhibitionism",6
"exhibitor",4
"exhilarate",4
"exhort",2
"exhortation",4
"exhumation",4
"exhume",2
"exigency",4
"exigent",3
"exiguity",5
"exiguous",4
"exile",2
"exist",2
"existence",3
"existentialism",6
"exit",2
"exodus",3
"exonerate",4
"exorbitant",4
"exorcise",3
"exordium",4
"exotic",3
"expand",2
"expatiate",4
"expatriate",4
"expect",2
"expectation",4
"expectorant",4
"expectorate",4
"expediency",5
"expedite",3
"expedition",4
"expel",2
"expend",2
"experience",4
"experiment",4
"expert",2
"expertise",3
"expiate",3
"expiation",4
"expiatory",5
"expiration",4
"expire",2
"explain",2
"explanation",4
"explanatory",5
"expletive",3
"explicable",4
"explicate",3
"explicit",3
"explode",2
"exploit",2
"exploitation",4
"exploration",4
"explore",2
"explorer",3
"explosion",3
"exponent",3
"exponential",4
"export",2
"exportation",4
"exporter",3
"expose",3
"exposition",4
"expositor",4
"expostulate",4
"exposure",3
"expound",2
"express",2
"expression",3
"expressionistic",5
"expressman",3
"expressway",3
"expropriate",4
"expulsion",3
"expunge",2
"expurgate",3
"expurgation",4
"exquisite",3
"extant",2
"extemporaneous",6
"extemporary",5
"extend",2
"extenuate",4
"exterior",4
"exterminate",4
"extern",2
"external",3
"extinct",2
"extinction",3
"extinguish",3
"extirpate",3
"extirpation",4
"extoll",2
"extort",2
"extortionate",4
"extra",2
"extract",2
"extracurricular",6
"extradite",3
"extradition",4
"extrados",3
"extramural",4
"extraneous",4
"extraordinarily",6
"extraordinary",5
"extrapolate",4
"extrasensory",5
"extravagant",4
"extravaganza",5
"extreme",2
"extricate",3
"extrinsic",3
"extroversion",4
"extrovert",3
"extroverted",4
"extrude",2
"exuberant",4
"exudate",3
"exudation",4
"exude",2
"exult",2
"exultation",4
"exurb",2
"exurbanite",4
"exurbia",4
"eye",1
"eyestrain",2
"eyrie",2
"eyrir",2
"fabian",3
"fable",2
"fabric",2
"fabricate",3
"fabrication",4
"fabulous",3
"facade",2
"face",1
"facedown",2
"facet",2
"facetious",3
"facial",2
"facile",2
"facilitate",4
"facing",2
"facsimile",4
"fact",1
"faction",2
"factitious",3
"factor",2
"factotum",3
"factual",3
"faculty",3
"fad",1
"fade",1
"faery",3
"fag",1
"faggot",2
"fahrenheit",3
"faience",2
"fail",1
"faille",1
"failure",2
"fain",1
"faint",1
"fair",1
"fairy",2
"faith",1
"fake",1
"fakir",2
"falchion",2
"falcon",2
"fall",1
"fallacious",3
"fallacy",3
"fallen",2
"fallible",3
"fallout",2
"fallow",2
"false",1
"falsehood",2
"falsetto",3
"falsification",5
"falsify",3
"falsity",3
"faltboat",2
"falter",2
"fame",1
"famed",1
"familial",3
"familiar",3
"familiarity",5
"familiarize",4
"family",3
"famine",2
"famish",2
"famous",2
"fan",1
"fanatic",3
"fancier",3
"fancy",2
"fandango",3
"fane",1
"fanfare",2
"fang",1
"fanlight",2
"fantasia",4
"fantastic",3
"fantasy",3
"far",1
"faraway",3
"farce",1
"fare",1
"farewell",2
"farfetched",2
"farina",3
"farm",1
"farmhand",2
"farmland",2
"farouche",2
"farrago",3
"farrier",3
"farrow",2
"farseeing",3
"farsighted",3
"farther",2
"farthing",2
"farthingale",3
"fascicle",3
"fascinate",3
"fascination",4
"fascism",3
"fascista",3
"fascistic",3
"fashion",2
"fashionable",4
"fast",1
"fasten",2
"fastener",3
"fastening",3
"fastidious",4
"fastness",2
"fat",1
"fatal",2
"fatalistic",4
"fatality",4
"fatback",2
"fate",1
"fated",2
"fateful",2
"father",2
"fathom",2
"fatigue",2
"fatten",2
"fatty",2
"fatuity",4
"fatuous",3
"faubourg",2
"faucet",2
"fault",1
"faun",1
"fauna",2
"favor",2
"favorable",4
"fawn",1
"fay",1
"faze",1
"fealty",3
"fear",1
"feasibility",5
"feasible",3
"feasibly",3
"feast",1
"feat",1
"feather",2
"feature",2
"feaze",1
"febrile",2
"february",4
"feces",2
"feckless",2
"fecund",2
"fecundate",3
"fecundation",4
"fecundity",4
"fed",1
"federal",3
"federalize",4
